word,count
อนุราธา,34
กล,30096846
ตัดความสัมพันธ์,889
ความเห็น,508820
ตะลุ่มนก,4
แมลงมุม,144
ย้อง,279
รอยแยก,3821
จ๋อ,13556
ทักษิณนิกาย,5
แพ็ค,287576
เด้,538866
อนุมัติ,390149
สำนาน,30
ลีนุกซ์,1144
อัคนิโหตร,9
เขากวางอ่อน,219
เพรื่อ,1363
ความหวังดี,3590
โต๋เต๋,285
โม้,27767
ระวาง,15403
มนู,1498169
ไตรโคคาบาล,0
นามสมญา,47
งานราตรี,579
เปียโน,58164
หัย,483
ทรรศนาการ,9
เปโซเม็กซิโก,651
ขุ่นข้อง,551
ทันใด,38090
สธุสะ,2
ทวง,88966
ไว้หน้า,7459
ชามโคม,38
ลดหย่อนผ่อนโทษ,80
ทรงกระบอก,18454
ไร้จุดหมาย,2440
สรดัก,2
พลาด,1911974
บ่อนทำลาย,3309
โทมนัส,4706
มาธูระ,5
อิมพอร์ต,2476
ชุมเห็ดเทศ,262
บาทบริจาริกา,224
พอไปได้,627
เสพสังวาส,210
เมื่อกี้นี้,918
เวทัลละ,88
กรรมวาจก,178
เลินเล่อ,6472
กระจิ๋วหลิว,49
หลับนอน,3267
ผู้สัมภาษณ์,3223
บาต,139149
มัลดีฟ,23485
สายเบรก,446
ค่าเล่าเรียน,11958
การแคะหู,108
ไซโตไคม์,11
นมตำเรีย,1
ชนะคดี,3060
ปาฐ,14140
บัญชีกระแสรายวัน,1202
โกรศ,8
น้ำเต้าหู้,6513
พูดเพ้อเจ้อ,1041
ปัจนึก,13
เต้าหู้ยี้,2337
นี้,28787945
ว่านเสน่ห์จันทร์ขาว,81
สายระยาง,17
ไล่เบี้ย,710
กิมจ้อ,54
ประวัติการณ์,17094
ลฆุภาพ,3
ซ่อก,216
จีบปากจีบคอ,168
นางนกต่อ,162
ที่แจ้ง,30132
อยุทธ์,343
รบศึก,187
แฟมิลี่,11489
กระไร,2500
อุตตานภาพ,2
ติดใจ,171287
มหิษี,34
คงขาด,1534
หมู,2966681
น้อย,3943318
การเสนอแนะ,9988
เทห์ฟากฟ้า,105
สมอทะเล,58
องค์การสวนยาง,71
ฮอว์กิง,146
โดยนัย,14854
นักเรียนทุน,8079
ประมวลผลข้อมูล,54410
ตกมัน,5583
บ่งชัด,1770
ชู้รัก,2969
เลื่อยทำทอง,1
มุ,6480804
สัปตเคราะห์,1
เจ้า,4897280
นาโน,143465
แอบหนี,3424
เวสิ,517
ในวันหน้า,1310
ติฉิน,483
ลัดนิ้วมือ,93
อารามิก,208
วรรณึก,5
บากหน้า,306
จุดประกาย,33503
น้ำใจใคร่,29
ของกำนัล,7571
เกิดสูรย์,1
ปริพาชก,9496
พื้นที่ต่ำ,679
โอยัวะ,44
เพชราวุธ,101
ตามใจปากมากหนี้,11
อับเฉา,513
คนตกงาน,2133
หน้าชื่นอกตรม,72
อิดเอื้อน,147
สำนักงานเลขาธิการวุฒิสภา,3459
แก้ไขปัญหา,383535
หน้างอก,36
ถากถาง,1284
พงษ์ลาภ,36
อัลบานี,874
ปริกรรมนิมิต,5
ดอยสะเก็ด,11677
ซองมือ,536
สุทธิ,1283399
เขะขะ,97
เบราว์เซอร์,195884
มหิงส์,23
ชโย,37231
เกศี,159
หน้าขบ,700
ใช้,27611517
ตะเกียกตะกาย,1015
หยุนหนัน,22
แปรผกผัน,395
มาร์ฟาน,2
กาบ,69515
ระงับเลือด,55
ส่งวิญญาณ,747
ลูกนอกกฎหมาย,24
แตกลายงา,1573
ปากไก่,506
ตัวการ,41398
แน่ะ,5432
กำเบ้อ,31
การกวด,1338
เจ้าของร้าน,44343
โดดเดี่ยว,28338
ร้อนผ่าว,1597
จำใจ,8935
สิข,25943
แน่นหน้าอก,4133
แก้วกุ้ง,354
ความจำกัด,9288
ประจัญ,5149
ตัวจักรใหญ่,1
เท่าทัน,33061
วิทยุติดตามตัว,127
สุมยุง,5
เพ่งพิศ,518
แช่เบ้า,1
รักแท้,21590
เบื่อ,431378
ค่าใช้สอย,3447
นิศาคม,1
เหล็กสกัด,314
อรรธจันทร์,27
คอเสื้อ,7024
เข้าปริวาสกรรม,75
ตามควาย,50
เลาะ,73724
ป่าย,20650
ความรู้ท่วมหัวเอาตัวไม่รอด,55
รูเล็ตต์,6202
ไถ่ถอน,10722
เจ้าขรัว,110
กะโบม,2
เพจ,383548
ป้ายสี,4530
ชวระ,5
ถมปัด,54
แจรง,72
พระบรมราชินีนาถ,22248
กำพด,3
เฉลียว,12222
ธุรกิจเครดิตฟองซิเอร์,166
บอกวัตร,66
ยื่นแก้วให้วานร,5
แน่นแฟ้น,13808
ข้อมือขาว,14
ปัดโธ่,179
ตายร้อน,1
บังเวียน,3
โคตมะ,588
เทียนบ้าน,207
ประลึง,3
สตังค์,365
หน้าแหก,1203
อสังหาฯ,67722
ส่วนได้ส่วนเสีย,28554
อัจฉริยลักษณะ,10
อรช,4029
กระแท่น,868
ทิ้งท้าย,19956
เอกสารลับ,1844
คืนดีกัน,2057
ข้อกำหนด,461651
ลาน,1241788
กำปูเจียทะเมย,0
คุณานุประโยค,25
พระนาด,13
ลายไพรกาว,2
กองทุนอ้อยและน้ำตาลทราย,86
วาทย์,3035
ปลุกปั่น,3144
สาธารณสุขศาสตรมหาบัณฑิต,6105
อาชีว,160427
ตัวกลาง,143935
ลูกจ๊อก,39
เหลืองหางฟ้า,1
คำสาปแช่ง,1140
ทางเลี่ยงเมือง,611
แผ่นตรวจ,792
งูหลาม,1215
ผู้ชนะเลิศ,5242
ความแปลกใจ,1041
เกินหน้าเกินตา,1131
การเล่นกีฬา,14927
แฟ้มแขวน,440
เจย์โชว,32
ที่ลุ่ม,11156
ข้าวทิพย์,981
สหราชอาณาจักร,91815
ความเติบโต,2943
ตกแต่งภายใน,66245
ตามปรกติ,1381
ทองเนื้อกษัตริย์,1
ผู้ดีจัด,17
มูรดี,3
เวยยาวัจจมัย,35
สด ๆ,20689
กังวาล,2123
อบอวล,13014
ผูกโซ่,27
เชีย,2720774
ตำแยตัวเมีย,20
หิมาลัย,6687
รักขา,11150
ดอกก้าน,56
เล่นวิตถาร,6
โหราเขากระบือ,4
อุปกรม,49
อาจาด,865
ย้อนเนื้อ,14
คุ่ม,5848
ขับเคี่ยว,2430
บาแดง,126
ปะงาบ ๆ,2
ตะคาก,18
เรือเพรียว,54
การอุดหนุน,4975
สะพานเดินเรือ,213
ตุ๊ด,5518
ศูนย์วิทยุนนทรี,0
เสากระโดง,780
โลกจินตา,5
แป๊ว,186
ยืนคำ,291
ทรงคุณภาพ,225
มหันต์,10111
ปลอกคอ,6810
บาริซานนาซิโอนาล,0
ไฟโตสเตอโรล,0
บวชเณร,954
เท้อ,230
สุภาพชน,495
อรินทร์,315
อิด ๆ ออด ๆ,1
เถาคัน,64
แบคทีรีโอฝาจ,0
คอร์ติโซน,313
ทุพพล,11474
โอ๊ก,3744
แพร่ระบาด,97297
กระปุ่มกระปิ่ม,2
มะแพน,9
หาดก,10191
เหนือกว่า,174944
ปรนนิบัติ,6689
อินโฟเทค,258
รวน,81890
จาวา,2666
ดาราจอเงิน,23
สอนพิเศษ,31885
จุ๊บ,18568
ตายประชดป่าช้า,4
โบว์ลิ่ง,4238
ถือเป็นความลับ,492
การถ่ายเลือด,604
กระอักกระอ่วน,1363
เกลื้อน,2980
พรรคเดโมแครต,3443
อะดรีนัล,35
ลิกแนน,355
ดัสกรี,2
แง่งขิง,49
ซีโนไบโอติค,3
เต็มกอบเต็มกำ,9
พอเหมาะ,25994
ม่อห้อม,9
ล้าต้า,76
พรรคพลังแรงงานไทย,2
ไหวพริบดี,2168
ขนาด,4433970
อุปกาศ,1
การวางผังเมือง,1773
ด้านชา,2189
ผู้ประพันธ์เพลง,572
คับคา,95
ขันกว้าน,4
เบอร์คีเลียม,24
เดือดร้อน,74556
ดุจ,60852
วาณิช,12514
วนิดา,10772
เสียศูนย์,945
ข้อมูลรูปภาพ,1479
มาลัยชายเดียว,92
ขับขัน,112
สวมบท,16517
องคุละ,0
เป็นส่วนใหญ่,23485
กู๊ดโฮบ,1
คล้อ,390598
เคา,355517
งานเอกสาร,14000
รับโทรศัพท์,38893
มต,12982836
ประเทศมหาอำนาจ,2541
ฮืม,369
บุคคลภายนอก,72483
ผลไม้แช่อิ่ม,336
ส้ม,393678
ความสัมพันธ์,428697
เป็นปัญหา,104498
ฝากเนื้อฝากตัว,2311
กราฟฟิค,35808
ความปลาบปลื้ม,1435
ผิดกลิ่น,74
ปาร์เกต,239
ผาณิต,1105
หญ้ายองไฟ,7
เรตติ้ง,52117
เทเวศ,5568
สรีรังคาร,79
แอนต์เวิร์ป,722
อนุตร,1233
นักเขียนการ์ตูน,4006
หัฏฐะ,26
แบนด์,34950
กิตติ,135052
ดาร์ทเมาท์,14
แพ้ราบ,332
สาแหรก,1372
กรูม,8009
ขยิ่ม,24
เบสต์,1898
ผิดส่วน,1277
พระองค์,298296
กาฬาวก,26
ลำเพา,153
ขึ้นหน้าขึ้นตา,36
กำมังวิลิต,2
ความล้มเหลว,29642
สอนหนังสือ,3476
มะเขือเทศ,57967
มู่เล่,4278
ปะเสหรันอากง,1
รมน.,6605
ขาดหาย,18224
ศากภักษ์,1
ข่าวกรอง,8701
ประดิ,276144
มิดีมิร้าย,465
แกดเจ็ต,5669
น้ำดอกไม้,8702
พนักงานขาย,41069
แตะเบาๆ,491
อกรากล้วย,0
ผู้เสพติด,924
ขดงอ,57
วิ่ง,505872
เคลม,85180
กำแพงมีหูประตูมีช่อง,8
เดลาแวร์,1817
ปลอก,83625
มุทคระ,1
เถ้อ,1192
ตากล้อง,8831
ทรานซ์เฟอร์,116
ทัศนูปกรณ์,3620
มะขวิด,533
เจ็บตัว,9368
สืบสันดาน,1559
ซื่อสัตย์,73997
เห็นพ้องต้องกัน,2342
ได,71468951
ทะนง,4672
บัพ,3720
เตาไมโครเวฟ,3918
วิลล่า,193401
ชระบาบ,2
ลักษณนาม,1368
มหาตมะ,756
กัวซู่ชิง,0
อกกรม,1206
โค้งสุดท้าย,22780
ตันเหิม,2
ปลายนิ้ว,76435
โยกย้าย,19285
ดาวน์ซินโดรม,3701
กระบอกเสียง,4084
คนพาย,556
ภฤตย์,3
สุนัขดมกลิ่น,394
แกว่งตีนหาเสี้ยน,5
เรียน,7634266
ไกล่,13835
ซีลีเนียม,2526
อุตริ,1256
เป็นมั่นเป็นเหมาะ,134
ไส้อั่ว,4026
กระเดื่อง,3958
จิ๊บจ้อย,31
อินทรีย,111981
อุทก-ธาร,0
ทีปังกร,2339
ดาโป้งเป้ง,2
ออกทุน,619
อัฟริกา,977
ช่ำชอง,11529
ผ่านหน้า,150513
สิงขร,2552
เสนียดจัญไร,1054
อย่างนั้น,108705
กระจาว,3
กบในกะลาครอบ,20
หน่วยก้าน,452
พล,14679134
ตอนเหนือ,23422
เซเลบ,14506
ลองเชิง,2222
ติ๊งต่าง,57
คุณค่า,338136
หลอดลมอักเสบ,3187
งานสมโภช,5922
ทอนเงิน,786
คอทองแดง,103
พุกามประเทศ,38
หนุ่มน้อย,15185
สเฟียร์,6603
เถาเงาะ,5
ดอกไม้สด,51487
อุ่นเครื่อง,43624
บุ๊ค,250941
การปล้น,7958
หัวใจ,719700
ขาดใจตาย,1179
ทศมาส,564
ผู้อยู่ใต้บังคับบัญชา,200
ชลธาร,1254
ตัวแสดง,4786
ผ้าพันคอ,24843
หญ้าพันงู,178
ปอก,26808
หิม,151928
มูลนิธิคุ้มครองเด็ก,41
โทณะ,580
คอลเลกชัน,66815
ยังงี้,2739
คำทาย,642
วิวาหะ,54
กลัดมัน,1058
สำนอง,31
ติดไฟ,20062
หน่วยราชการลับ,59
แม่นั่งภาวนา,0
แผ่อาณาเขต,58
จับกุม,80565
ทั้งผอง,32467
ขวางเชิง,25
จับปลาสองมือ,278
ทางกฎหมาย,118560
แปรงหูหนู,1
ยุทธ์,1068894
ดริงมิกซ์,0
บริษัทนำเที่ยว,1496
วิลาด,259
หนังเร่,85
ผมปีก,41
ฉายแสง,10626
เอนเตอร์เทนเมนท์,1657
จุ๊หยู,0
นารีผล,594
เยอะแยะ,196155
พระเวท,3911
ยาหยอดหู,258
อยู่ยืด,43
พ.อ.พิเศษ,54
เดียด,13818
ทาร์ต,9573
ป่าดิบ,7430
อุภัย,380
ครีมนวดผม,15321
เช่าบ้าน,47920
ผู้ชี้แจง,4534
เชื้อไข,2571
เลือดไม้,11
โทรศัพท์สาธารณะ,699
ภาพมายา,848
คาร์พ,3143
สิ่งประดับ,214
ข้าไท,9288
เอางาน,3068
สาโลหิต,382
น้ำหมึก,8663
สะดือทะเล,164
บนบาน,4929
ติกะ,8063
ความก้าวร้าว,2045
ขี้เทา,473
ต่อปากต่อคำ,521
ไวทัล,4067
เสลี่ยงกง,6
โซ้ย,517
เอกบุคคล,35
เครงเครียว,2
นอตหลุด,26
ละบือ,15
กัวลาลัมเปอร์,21272
อะธีนา,166
พอล,165882
แยงยล,4
ปากไม่สิ้นกลิ่นน้ำนม,39
คำเฉลย,693
บานแผนก,36
ตายราบ,13
ฝนกรด,674
พลั้งพลาด,681
อัฏฐังสะ,1
ต้อหิน,5377
ชั้นเอก,7244
นุ่งห่ม,12215
เสียงเคาะ,1547
ทุรัถยา,4
อาวุูธ,13
ต่อหน้าต่อตา,3733
ซับพระพักตร์,26
ชาติมาลา,23
หอมจันทร์,544
ตะนาวศรี,3228
แอนโชวี่,577
โขด,8969
เวยยากรณะ,81
จั๊กเดียม,17
สงบนิ่ง,4331
รถแท็กซี่,28313
ข่วง,3581
ติ่งตั่ง,24
จะเข้,538531
เบ้,31480
ลุ่มเนื้อ,835
ปฏัก,934
สิ่งก่อสร้าง,16655
สมัยนิยม,4529
ตะแบง,391
ขาดตัว,2073
การรถไฟแห่งประเทศไทย,10314
เครื่องดูดฝุ่น,27999
เสียเชิง,688
บ้อง,5116
แลนทานัม,181
โรงม้า,228
ปั้น,220747
ศิขร,1751
ชะพลู,7413
กรรมชวาต,7
ดาบส,15983
ตุ๋ม,487
ผ้าเช็ดปาก,7135
เคหเศรษฐศาสตร์,10
เอ้ ๆ แอ่น ๆ,0
ทำเวรทำกรรม,50
ทะนุบำรุง,1271
อยากได้,367333
พุงปลาช่อน,432
โปกขร,534
ทุนวิจัย,27973
ยามพาด,18
คออ่อนคอพับ,11
โยชนา,855
อิดๆ ออดๆ,7
การคืน,234279
ชะล้าง,6690
แป้ง,331996
ตราประทับ,11165
อวรุทธก,421
มือปืน,7692
วิทูร,1569
ล๊อต,56365
กะอวม,8
กินน้ำพริกถ้วยเดียว,1
บางประการ,57138
สภาวจิต,31
ที่ทำการ,102471
ดมกลิ่น,5050
แยกร่าง,772
สิ่งรอบข้าง,2043
ยางมะตูม,2164
ความเป็นอันหนึ่งอันเดียว,1282
เข้าคิว,3912
คุคะ,47
กะๆ,207
กลายพันธุ์,17246
ลงอุโบสถ,138
หัวน้ำขึ้น,8
ครอก,1868
เงี้ยวระเริง,1
ผู้ดีมีตระกูล,73
จำนนต่อเหตุผล,20
ข้าวเย็น,3203
ซมซาน,1225
ถอยฉาก,85
อุตรดิตถ์,89638
ตีนผม,180
สตราตัส,29
กั้นประตู,1623
นายแบบ,21329
แห้งเหือด,552
ลูกไม้,37620
ความโหดร้าย,4785
บริพัตร,2607
ความกดอากาศ,9159
ยิบ,490516
พญาฉัททันต์,40
พลิก,211769
การขุดแต่ง,332
ผู้มีชัย,589
ยากลุ่มต้านเบต้า,1
โลกสถิติ,27
สัตภัณฑ์,28
สะกดจิต,8161
สาลี่,5978
เสียงกังวาน,324
การค้าประเวณี,2307
วงโคจร,7309
บรากรม,63
ตรงเวลา,45008
บรทาร,4
ศาสตราจารย์,378468
เงินนอน,103
พลโลก,438
เยียดยัด,62
บูชากัณฑ์เทศน์,46
ลวงโลก,3468
ทันตชะ,10
ประศาสโนบาย,58
หน้าจืด,5147
เงียบสงัด,1772
กว้างใหญ่,24048
ครองเรือน,2086
แยง,25796
แกลน,3171
ฉำแฉะ,6
ทรงคุณค่า,25566
ส่วนน้อย,9431
หญิงขายบริการ,577
ขลุ่ยเพียงออ,443
ติดตะกร้อ,9
แนวป่า,768
หายป่วย,5845
พอฟัด,294
บทพากย์,282
ตราบจนกระทั่ง,3299
ปัด ๆ,43
รื่น,439222
ฟอร์เวิร์ด,1985
กรมเจ้าท่า,5450
นขา,688350
กรุ้งกริ่ง,19
กรมการนอกทำเนียบ,0
อาเวค,7
อยุธยานุสรณ์,1383
ที่นอน,149981
ข้นแค้น,922
ตะวันชิงพลบ,16
ท้อถอย,3031
ประวัติโดยย่อ,1674
คดไปคดมา,47
จองเปรียง,156
ยั่นตะนี,1
เซอร์ไพรซ์,1680
วันนิพก,1
หมดลม,1131
แว็ม,2
คนวัยหนุ่มสาว,446
แจตร,119
มัวเมีย,3
ข่ายโทรศัพท์,3244
วิโรธ,218
กำปั้น,14724
สะบะ,89
เปล่ง,64540
เรียงร้อย,2794
คาถา,81597
กะปอม,404
อาทิตยมณฑล,2
มูนดิน,14
ยาดับกลิ่น,733
แต่ทว่า,22728
ดาวน์ไลน์,351
อาจิณสมาจาร,9
ผู้แทนโดยชอบธรรม,1555
คำบังคับ,829
จราง,3966
ถูก,8108094
ปรากฏชัด,3534
คิกๆ,334
พนม,205621
ตะกั่วดำ,66
บทคัดย่อ,50644
เพ่อ,3817
พิษสุนัขบ้า,13738
ข้าวใหม่ปลามัน,1377
บาทวิถี,594
จาปะ,381
ทัน,5602975
ถ่ายภาพยนตร์,2446
สมอสำเภา,4
อุปไมย,1340
ตู้ยา,2012
บันไดลิง,300
กล้องตุด,1
การสำลัก,1757
ทางโน้น,1080
ระเบิด,211108
อัลเฟรด,1999
เพียงออ,1251
ขนอ่อน,2901
เถียง,54516
เข้าเลือด,59
ปะหัง,335
สมอส,14148
กระทงเหิน,2
เดินหนังสือ,36
ร้านรวง,2773
อาด ๆ,216
เวณิกา,207
เจ้าคนนายคน,478
บีบีซี,4444
ขี้โกง,1767
อัจฉริยลักษณ์,11
แผด,4871
รถมินิบัส,3489
กก.,255323
สาหรี,179
สุดแต่,9389
โด่ง,171088
ทางบ้าน,135598
หวัง,1145161
พูดอ้อม,283
ระโหยโรยแรง,104
ช้าพลู,254
ขนมปัง,100843
นศ.ม.,139
โลกย์,619
ราศีมังกร,8553
ให้เกียรติ,38320
ขมงโกรย,3
พอสมควร,94362
อุทก,38624
เอช เอม ซี โปลิเมอร์ส,0
แก่เพราะกินข้าว เฒ่าเพราะอยู่นาน,8
ลิ้นสุนัข,12
กางเกงชั้นใน,4619
หาฤกษ์หายาม,21
ไห้,81408
หยอกเย้า,686
เหมือน,2677340
เป็นผู้เป็นคน,305
ซู่ๆ,91
บทบงกช,4
วัยงาม,33
เซลล์,502723
คระวี,8
มนีมนา,2
ดูหมิ่น,14172
สุญญาอากาศ,6
อินทร์แปลง,1068
สั่งเสีย,4601
โดยตั้งใจ,2828
โมษะ,3
กว่าง,40255
เตรียบ,193
ศรีษะเกษ,1983
ภคินี,2117
ยิกยิก,96
เปเซตาสเปน,3
ครานั้น,603
กระดิกกระเดี้ย,63
ความรั้น,60
บริหารบ้านเมือง,1329
นักษัตรปาฐก,2
พรีเซ็นเตอร์,18762
กลีบสละ,4
แท็คติก,3005
เน็คไท,1361
สังฆมนตรี,187
สู่สม,5798
คุมเหง,85
น้าสะใภ้,452
ชลประทาน,46832
โฮกฮาก,207
วิดพื้น,1728
ข้าวเหนียวดำ,1950
วิสิฐ,1468
พรหมจักร,300
หม้อห้อม,712
เนื้อถ้อยกระทงความ,2
อมพะนำ,112
ปฏิปทา,11916
เดี๊ยะ,130
สุต,58060
พนาราม,189
แทบจะ,89063
ชักว่าว,38724
พรหมบท,1
เภสัชเคมี,624
ต้อยติ่ง,2010
หมากเหลือง,318
ลูกหมู่,70
ตรงๆ,34016
ลองธรรม์,4
ฝนตกขี้หมูไหล,189
งะ,548104
วิน,1676381
ขอฝน,1122
แคมป์,77545
ข้อกล่าวหา,28166
นิรย,1627
พระชนม์ชีพ,1390
ซบเซา,9706
เคราหณี,6
เสียภาษี,70212
มรดกแห่งสังคม,5
สำริด,5087
เยา,582043
สิทธิยึดหน่วง,126
ความถ่วงจำเพาะ,1494
แคลเซียม,58881
ความเลื่อมใสศรัทธา,820
งุ่นง่าน,404
เหลือบตา,870
ซ่อนเร้น,30102
อุปทม,16
ปัยยิกา,116
ชนหิน,399
ทำสำเนา,9057
กระสุนปืน,8717
น่าจะ,504583
อินโดจีน,9705
เทวบุตร,2591
เศรษฐินี,689
กินหน้า,3020
ตกงาน,17460
นางล้อม,75
เบี้ยบน,79
พอที่,84924
ละเมิดสัญญา,900
ทวีปี,4
ภาคินี,200
ลดลง,468465
ตัดไม้ทำลายป่า,2593
ปฏิโลม,418
ตู้เซฟ,21364
แกร่ว,142
ลอดช่อง,3536
ท้ายสังข์,2
ทรานสเฟอร์เรส,4
วสะ,56919
ชำนัญ,603
สภาปฏิรูป,2496
มะสัง,303
หม่อมราชินิกูล,0
ตยุติ,336
สวพ.91,270
สัณฐิติ,186
อัจจุตะ,3
ตายลาภ,3
พรรคานต์,0
พันซาด,23
สะบัดก้น,46
เทกระเป๋า,85
สำนักงานคณะกรรมการอัยการ,27
ฤดูร้อน,129316
เห็นดีกัน,159
นิตินัย,1193
ยักไหล่,1413
สกศ.,3629
ปริโยสาน,688
หัวหน้าส่วน,25740
ดาก,95317
เคี่ยวขับ,17
สัจจนิยม,21
คอมเมนท์,8637
บังคนหนัก,18
ใช้หนี้ใช้สิน,67
เยิ่น,1163
ซ้ำสาม,353
แจ็คเก็ต,25628
เยภุยยะ,210
เขียวหัวจิ้งจก,13
ไกลลิบ,563
ความพอ,76285
กระฉง,5
กรมเอเชียตะวันออก,382
สื่อสารมวลชน,21155
จด,1640176
หีตา,819
ผู้เฝ้าประตู,864
ตะมอย,56
แชเชือน,226
ยุบข้อ,17
จตุรงคนายก,1
รัฐพิธี,1823
นอร์ทแคโรไลนา,1583
ทวาทศี,4
เกรียง,32675
กระพัตร,18
นนทภูมิ,337
ไสยศาสตร์,9074
เต็มแรง,5695
ระเนนระนาด,26
ทำมาค้าขาย,2125
ม้าก้านกล้วย,121
หุบห้วย,39
รายเรียง,620
บรรณกุฎี,1
นรชาติ,155
เทิ่งบอง,1
กังนัม,3071
ความคึกคัก,7191
บะหมี่,46959
บาดทะจิต,14
พระนารายณ์,14679
เหมายัน,491
บล๊อคโคลี,58
เงาวับ,857
พลังงานแสงอาทิตย์,128202
กฤษณ์,12163
อาฟต้า,24
กู๊ก,19
การแย่งชิง,4426
ตะปูเกลียว,550
ปากกบ,72
ปาดหาว,2
ทุวิธะ,1
แลงกินฟัน,2
นมช้าง,22
ข้าวหน้าเป็ด,730
ป๋อเหอ,11
ไหว้เจ้า,8777
งานบุคคล,39540
ไฟท้าย,18316
เทอร์โมมิเตอร์,5469
แผ่หลา,360
โจ๋งเจ๋ง,9
วัฏสังสาร,21
เจนเนอเรชั่น,7110
อีเลฟเว่น,26426
ตั้งนาฬิกา,1226
อิสริยาภรณ์,16268
ตายเป็นเบือ,126
คู่เคียงเรียงหมอน,3
ธรรมดาๆ,16489
เดินรถ,36758
โย,5982806
อันเตวาสิก,673
กระจัดกระจาย,17779
ชั่วช้างปรบหู,0
ป่าผลัดใบ,381
เวณะ,10
ผิดคาด,2607
กินบ้านกินเมือง,114
คัดมอน,4
ชิน,407246
สจ๊วต,5602
นักเลง,14474
คนโบราณ,5425
กระซิบกระซาบ,1080
มือสมัครเล่น,39718
มุฮัมมัด,5154
ตัวแทนค้าต่าง,336
กุ๋ย,555
น่าเลื่อมใส,1230
ว่าความ,208845
วิคหะ,2
สั่งน้ำมูก,527
ตัดสิน,1157834
มือซ้าย,7974
ทิศตะวันออก,30054
ร้อยเล่ห์,1327
สิ้นประตู,14
ก่อ,7399288
ผละหนี,76
จังมัง,4
ผลไม้,409575
หญ้าปากคอก,100
นางเล็ด,212
เนรัญชรา,1125
ความเจ็บปวดรวดร้าว,185
มิชเชลลิน,2
คำณวน,1141
ห้องมืด,2230
ป,274571381
คง,3659085
เจริญรอยตาม,1504
ด้วยความยินดี,5010
โดราเอมอน,10343
ตัวใครตัวมัน,1059
ผู้ปรับปรุง,148
ล่อแหลม,2368
ครีเอชั่น,2078
ปีก,834375
ฟาดเคราะห์,373
ไหม้,168380
ศุกร์,421436
เอ๊,54476
วีสะ,357
เต็มเหนี่ยว,3486
ตาจระเข้,83
ธรรมานุสาร,20
สลิม,63508
กล้ามเนี้อ,30
อาร์เธอร์,1966
ปัจเจกชน,881
ฟังก์ชั่น,147089
บุบบิบ,52
ปีกขวา,2802
เยื่อตาขาว,143
รูปพรหม,1624
ตะลุ่มโปง,3
ซ่อนแอบ,1084
อภิมานะ,2
ฮื่อ,868
พุทธ,983754
อ้อยเลา,2
หัวน้ำ,11423
ชลเนตร,65
ผิดนัด,12213
ธรรมนาถ,141
สั่นสะเทือน,53226
อภิชาตบุตร,258
คีตปฏิภาณ,519
ระเดียง,44
ทองแผ่นเดียวกัน,109
สรพะ,3
กระทุ่มหมู,17
ชวนขัน,87
ยีสต์,13841
พนจรก,1
ฟินแลนด์,44435
พรุ,168239
งูพิษ,1753
ตั้งเข่า,82
ลูกเก็บ,439
เสกขบุคคล,74
เซอร์รัส,163
หมากล้อม,6020
คู่เอก,10391
นัว,50637
หมอลำ,16975
หารร่วมมาก,155
มฤคทายวัน,2794
ซาเล้ง,1906
ไดเซอร์,192
สุนทรีย์,4276
รองทรง,812
เมตตาธรรม,2129
เมธีวิจัยอาวุโส,504
จอมเปาะ,2
ศุลการักษ์,138
ศรมณะ,9
มัฌชิมา,26
สำนักงานคดีอาญา,172
ตระวัน,91
ธีม,776519
กระเป๋า,977620
เลือดขึ้นหน้า,376
ตั๋วรถไฟ,5818
ช่างตัดเสื้อ,860
ปงปัง,9
กระบะ,220913
เครื่องสุกำศพ,5
ทะแม่ง,442
วิทยาธร,721
จรจรัล,132
ยี่โป้,1
ก๊าซธรรมชาติ,18712
ตายหมู่,437
วิชาการ,839392
อันตรการณ์,2
ชุติ,22525
ชุบชีวิต,5407
โมกขศักดิ์,123
กรรเชียงปู,1311
สับ,278505
สัมมากร,3719
โมเย,391
ตีนจก,1034
บ๋ำ,1
วิตก,205665
รังค์,2843
ไปให้พ้น,1896
ผู้ลงมือ,909
นาฏกะ,15
ก้อม,4111
หด,271822
เหลือ,2563730
แผ่สาขา,34
กุลบุตร,3558
เพิ่มขึ้น,1007781
กฎมณเฑียรบาล,610
ไว้วางใจ,364586
ละมุ,204974
ทนทาน,444037
ฟังก์ชัน,302155
ยุ่ง,590408
อินทิเกรเตอร์,57
ลักขโมย,5479
เหลาะแหละ,317
หลาวชะโอน,57
กระจายอำนาจ,19409
ทางกระสุน,26
ความทน,148118
โสมาภาพัฒนา,52
หลบลี้หนีหน้า,56
ตาเนาะปูเต๊ะ,95
การจูงใจ,3224
เดท,749126
รถเทรลเลอร์,42283
เสียงก้อง,4862
อนาถ,9212
แก็สซิฟิเคชั่น,2
ทำที,70418
ริวกิว,2624
ส่งสการ,789
ตัวเบียน,254
รากฝอย,671
ค่าน้ำค่าไฟ,1812
เฒ่า,39195
กามาพจร,122
มะพลับ,618
สูรยมณฑล,3
ว่านอนสอนง่าย,2155
เพาพาล,5
มะดูก,87
กระโดด,120317
ตาด,138859
น่ารังเกียจ,7193
ยักคิ้ว,811
กรีฑาภิรมย์,70
ลัชชี,858
โสตทัศนอุปกรณ์,25
โปรแกรมใช้งาน,859
อัศวโกวิท,38
วิคเตอร์,8596
อังกาบฝรั่ง,5
ตั้งแง่,982
ร่วมหอลงโรง,108
เอ้เต,20
เงินปากถุง,11
